"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","ObservationDate"
50,0004-02-19,11.49,8.86,0,"0",""
51,0004-02-19,11.5,8.84,0,"0",""
52,0004-02-19,11.49,8.84,0,"0",""
53,0004-02-19,11.49,8.84,0,"0",""
54,0004-02-19,11.49,8.84,0,"0",""
55,0004-02-19,11.48,8.84,0,"0",""
56,0004-02-19,11.48,8.82,0,"0",""
57,0004-02-19,11.49,8.82,0,"0",""
58,0004-02-19,11.49,8.82,0,"0",""
59,0004-02-19,11.49,8.82,0,"0",""
60,0004-02-19,11.48,8.82,0,"0",""
61,0004-02-19,11.49,8.8,0,"0",""
62,0004-02-19,11.48,8.8,0,"0",""
63,0004-02-19,11.5,8.8,0,"0",""
64,0004-02-19,11.5,8.78,0,"0",""
65,0004-02-19,11.5,8.78,0,"0",""
66,0004-02-19,11.5,8.78,0,"0",""
67,0004-02-19,11.5,8.78,0,"0",""
68,0004-02-19,11.49,8.78,0,"0",""
69,0004-02-19,11.49,8.78,0,"0",""
70,0004-02-19,11.49,8.78,0,"0",""
71,0004-02-19,11.48,8.8,0,"0",""
72,0004-02-19,11.48,8.8,0,"0",""
73,0004-02-19,11.48,8.82,0,"0",""
74,0004-02-19,11.49,8.84,0,"0",""
75,0004-02-19,11.46,8.86,0,"0",""
76,0004-02-19,11.47,8.86,0,"0",""
77,0004-02-19,11.48,8.86,0,"0",""
78,0004-02-19,11.46,8.86,0,"0",""
79,0004-02-19,11.47,8.86,0,"0",""
80,0004-02-19,11.48,8.86,0,"0",""
81,0004-02-19,11.47,8.86,0,"0",""
82,0004-02-19,11.47,8.86,0,"0",""
83,0004-02-19,11.48,8.86,0,"0",""
84,0004-03-19,11.48,8.86,0,"0",""
85,0004-03-19,11.48,8.86,0,"0",""
86,0004-03-19,11.48,8.86,0,"0",""
87,0004-03-19,11.48,8.84,0,"0",""
88,0004-03-19,11.48,8.84,0,"0",""
89,0004-03-19,11.48,8.82,0,"0",""
90,0004-03-19,11.5,8.82,0,"0",""
91,0004-03-19,11.5,8.82,0,"0",""
92,0004-03-19,11.49,8.82,0,"0",""
93,0004-03-19,11.49,8.82,0,"0",""
94,0004-03-19,11.49,8.82,0,"0",""
95,0004-03-19,11.49,8.82,0,"0",""
96,0004-03-19,11.5,8.82,0,"0",""
97,0004-03-19,11.5,8.8,0,"0",""
98,0004-03-19,11.5,8.82,0,"0",""
99,0004-03-19,11.5,8.82,0,"0",""
100,0004-03-19,11.49,8.82,0,"0",""
101,0004-03-19,11.5,8.82,0,"0",""
102,0004-03-19,11.49,8.82,0,"0",""
103,0004-03-19,11.5,8.82,0,"0",""
104,0004-03-19,11.49,8.8,0,"0",""
105,0004-03-19,11.49,8.78,0,"0",""
106,0004-03-19,11.49,8.76,0,"0",""
107,0004-03-19,11.5,8.76,0,"0",""
108,0004-03-19,11.5,8.76,0,"0",""
109,0004-03-19,11.5,8.76,0,"0",""
110,0004-03-19,11.5,8.76,0,"0",""
111,0004-03-19,11.49,8.76,0,"0",""
112,0004-03-19,11.5,8.76,0,"0",""
113,0004-03-19,11.5,8.76,0,"0",""
114,0004-03-19,11.5,8.76,0,"0",""
115,0004-03-19,11.51,8.76,0,"0",""
116,0004-03-19,11.5,8.76,0,"0",""
117,0004-03-19,11.5,8.76,0,"0",""
118,0004-03-19,11.51,8.76,0,"0",""
119,0004-03-19,11.5,8.76,0,"0",""
120,0004-03-19,11.5,8.76,0,"0",""
121,0004-03-19,11.5,8.76,0,"0",""
122,0004-03-19,11.49,8.76,0,"0",""
123,0004-03-19,11.5,8.76,0,"0",""
124,0004-03-19,11.49,8.76,0,"0",""
125,0004-03-19,11.5,8.76,0,"0",""
126,0004-03-19,11.5,8.76,0,"0",""
127,0004-03-19,11.5,8.78,0,"0",""
128,0004-03-19,11.48,8.78,0,"0",""
129,0004-03-19,11.49,8.78,0,"0",""
130,0004-03-19,11.5,8.78,0,"0",""
131,0004-03-19,11.49,8.8,0,"0",""
132,0004-03-19,11.49,8.8,0,"0",""
133,0004-03-19,11.5,8.8,0,"0",""
134,0004-03-19,11.49,8.8,0,"0",""
135,0004-03-19,11.49,8.82,0,"0",""
136,0004-03-19,11.49,8.82,0,"0",""
137,0004-03-19,11.49,8.82,0,"0",""
138,0004-03-19,11.48,8.82,0,"0",""
139,0004-03-19,11.5,8.82,0,"0",""
140,0004-03-19,11.49,8.84,0,"0",""
141,0004-03-19,11.48,8.86,0,"0",""
142,0004-03-19,11.5,8.88,0,"0",""
143,0004-03-19,11.49,8.9,0,"0",""
144,0004-03-19,11.49,8.92,0,"0",""
145,0004-03-19,11.49,8.94,0,"0",""
146,0004-03-19,11.49,8.96,0,"0",""
147,0004-03-19,11.49,8.96,0,"0",""
148,0004-03-19,11.48,8.98,0,"0",""
149,0004-03-19,11.5,9,0,"0",""
150,0004-03-19,11.48,9,0,"0",""
151,0004-03-19,11.48,9.02,0,"0",""
152,0004-03-19,11.48,9.02,0,"0",""
153,0004-03-19,11.48,9.02,0,"0",""
154,0004-03-19,11.48,9.02,0,"0",""
155,0004-03-19,11.48,9.02,0,"0",""
156,0004-03-19,11.48,9.02,0,"0",""
157,0004-03-19,11.48,9.04,0,"0",""
158,0004-03-19,11.47,9.04,0,"0",""
159,0004-03-19,11.48,9.06,0,"0",""
160,0004-03-19,11.48,9.06,0,"0",""
161,0004-03-19,11.47,9.06,0,"0",""
162,0004-03-19,11.47,9.08,0,"0",""
163,0004-03-19,11.47,9.08,0,"0",""
164,0004-03-19,11.48,9.08,0,"0",""
165,0004-03-19,11.48,9.08,0,"0",""
166,0004-03-19,11.49,9.08,0,"0",""
167,0004-03-19,11.49,9.06,0,"0",""
168,0004-03-19,11.5,9.06,0,"0",""
169,0004-03-19,11.5,9.06,0,"0",""
170,0004-03-19,11.51,9.06,0,"0",""
171,0004-03-19,11.51,9.06,0,"0",""
172,0004-03-19,11.52,9.04,0,"0",""
173,0004-03-19,11.51,9.04,0,"0",""
174,0004-03-19,11.52,9.04,0,"0",""
175,0004-03-19,11.51,9.02,0,"0",""
176,0004-03-19,11.51,9,0,"0",""
177,0004-03-19,11.52,9,0,"0",""
178,0004-03-19,11.52,8.98,0,"0",""
179,0004-03-19,11.53,8.96,0,"0",""
180,0004-03-19,11.53,8.96,0,"0",""
181,0004-03-19,11.54,8.96,0,"0",""
182,0004-03-19,11.54,8.94,0,"0",""
183,0004-03-19,11.53,8.94,0,"0",""
184,0004-03-19,11.55,8.94,0,"0",""
185,0004-03-19,11.55,8.96,0,"0",""
186,0004-03-19,11.54,8.96,0,"0",""
187,0004-03-19,11.55,8.96,0,"0",""
188,0004-03-19,11.54,8.98,0,"0",""
189,0004-03-19,11.54,8.98,0,"0",""
190,0004-03-19,11.54,8.98,0,"0",""
191,0004-03-19,11.54,8.98,0,"0",""
192,0004-03-19,11.54,8.98,0,"0",""
193,0004-03-19,11.54,8.98,0,"0",""
194,0004-03-19,11.54,8.98,0,"0",""
195,0004-03-19,11.55,9,0,"0",""
196,0004-03-19,11.54,9,0,"0",""
197,0004-03-19,11.54,9.02,0,"0",""
198,0004-03-19,11.52,9.06,0,"0",""
199,0004-03-19,11.54,9.08,0,"0",""
200,0004-03-19,11.53,9.1,0,"0",""
201,0004-03-19,11.51,9.14,0,"0",""
202,0004-03-19,11.52,9.16,0,"0",""
203,0004-03-19,11.51,9.18,0,"0",""
204,0004-03-19,11.51,9.22,0,"0",""
205,0004-03-19,11.51,9.24,0,"0",""
206,0004-03-19,11.5,9.26,0,"0",""
207,0004-03-19,11.5,9.28,0,"0",""
208,0004-03-19,11.5,9.28,0,"0",""
209,0004-03-19,11.51,9.3,0,"0",""
210,0004-03-19,11.5,9.3,0,"0",""
211,0004-03-19,11.48,9.3,0,"0",""
212,0004-03-19,11.49,9.32,0,"0",""
213,0004-03-19,11.49,9.32,0,"0",""
214,0004-03-19,11.5,9.32,0,"0",""
215,0004-03-19,11.5,9.32,0,"0",""
216,0004-03-19,11.49,9.34,0,"0",""
217,0004-03-19,11.49,9.34,0,"0",""
218,0004-03-19,11.48,9.36,0,"0",""
219,0004-03-19,11.48,9.36,0,"0",""
220,0004-03-19,11.49,9.36,0,"0",""
221,0004-03-19,11.49,9.36,0,"0",""
222,0004-03-19,11.5,9.38,0,"0",""
223,0004-03-19,11.49,9.38,0,"0",""
224,0004-03-19,11.49,9.38,0,"0",""
225,0004-03-19,11.49,9.38,0,"0",""
226,0004-03-19,11.49,9.38,0,"0",""
227,0004-03-19,11.49,9.38,0,"0",""
228,0004-04-19,11.49,9.38,0,"0",""
229,0004-04-19,11.49,9.36,0,"0",""
230,0004-04-19,11.49,9.34,0,"0",""
231,0004-04-19,11.5,9.32,0,"0",""
232,0004-04-19,11.5,9.28,0,"0",""
233,0004-04-19,11.49,9.26,0,"0",""
234,0004-04-19,11.5,9.22,0,"0",""
235,0004-04-19,11.52,9.18,0,"0",""
236,0004-04-19,11.53,9.16,0,"0",""
237,0004-04-19,11.53,9.14,0,"0",""
238,0004-04-19,11.53,9.1,0,"0",""
239,0004-04-19,11.53,9.08,0,"0",""
240,0004-04-19,11.54,9.06,0,"0",""
241,0004-04-19,11.55,9.04,0,"0",""
242,0004-04-19,11.56,9.02,0,"0",""
243,0004-04-19,11.55,9,0,"0",""
244,0004-04-19,11.56,9,0,"0",""
245,0004-04-19,11.57,8.98,0,"0",""
246,0004-04-19,11.56,9,0,"0",""
247,0004-04-19,11.57,9,0,"0",""
248,0004-04-19,11.57,9,0,"0",""
249,0004-04-19,11.57,9,0,"0",""
250,0004-04-19,11.57,9.02,0,"0",""
251,0004-04-19,11.57,9.02,0,"0",""
252,0004-04-19,11.56,9.04,0,"0",""
253,0004-04-19,11.57,9.06,0,"0",""
254,0004-04-19,11.57,9.06,0,"0",""
255,0004-04-19,11.57,9.08,0,"0",""
256,0004-04-19,11.57,9.1,0,"0",""
257,0004-04-19,11.56,9.1,0,"0",""
258,0004-04-19,11.57,9.1,0,"0",""
259,0004-04-19,11.55,9.1,0,"0",""
260,0004-04-19,11.56,9.1,0,"0",""
261,0004-04-19,11.55,9.12,0,"0",""
262,0004-04-19,11.55,9.12,0,"0",""
263,0004-04-19,11.54,9.12,0,"0",""
264,0004-04-19,11.54,9.14,0,"0",""
265,0004-04-19,11.54,9.14,0,"0",""
266,0004-04-19,11.54,9.12,0,"0",""
267,0004-04-19,11.54,9.12,0,"0",""
268,0004-04-19,11.54,9.1,0,"0",""
269,0004-04-19,11.53,9.1,0,"0",""
270,0004-04-19,11.55,9.08,0,"0",""
271,0004-04-19,11.54,9.08,0,"0",""
272,0004-04-19,11.55,9.08,0,"0",""
273,0004-04-19,11.54,9.08,0,"0",""
274,0004-04-19,11.54,9.08,0,"0",""
275,0004-04-19,11.56,9.08,0,"0",""
276,0004-04-19,11.55,9.1,0,"0",""
277,0004-04-19,11.56,9.1,0,"0",""
278,0004-04-19,11.56,9.1,0,"0",""
279,0004-04-19,11.56,9.1,0,"0",""
280,0004-04-19,11.55,9.1,0,"0",""
281,0004-04-19,11.56,9.1,0,"0",""
282,0004-04-19,11.56,9.1,0,"0",""
283,0004-04-19,11.55,9.12,0,"0",""
284,0004-04-19,11.55,9.14,0,"0",""
285,0004-04-19,11.54,9.18,0,"0",""
286,0004-04-19,11.53,9.22,0,"0",""
287,0004-04-19,11.53,9.24,0,"0",""
288,0004-04-19,11.52,9.28,0,"0",""
289,0004-04-19,11.51,9.3,0,"0",""
290,0004-04-19,11.5,9.3,0,"0",""
291,0004-04-19,11.5,9.3,0,"0",""
292,0004-04-19,11.48,9.32,0,"0",""
293,0004-04-19,11.49,9.32,0,"0",""
294,0004-04-19,11.49,9.32,0,"0",""
295,0004-04-19,11.49,9.32,0,"0",""
296,0004-04-19,11.47,9.32,0,"0",""
297,0004-04-19,11.47,9.32,0,"0",""
298,0004-04-19,11.48,9.34,0,"0",""
299,0004-04-19,11.49,9.36,0,"0",""
300,0004-04-19,11.48,9.38,0,"0",""
301,0004-04-19,11.47,9.38,0,"0",""
302,0004-04-19,11.47,9.4,0,"0",""
303,0004-04-19,11.46,9.4,0,"0",""
304,0004-04-19,11.47,9.42,0,"0",""
305,0004-04-19,11.47,9.42,0,"0",""
306,0004-04-19,11.47,9.42,0,"0",""
307,0004-04-19,11.45,9.42,0,"0",""
308,0004-04-19,11.45,9.42,0,"0",""
309,0004-04-19,11.45,9.44,0,"0",""
310,0004-04-19,11.46,9.46,0,"0",""
311,0004-04-19,11.45,9.46,0,"0",""
312,0004-04-19,11.45,9.46,0,"0",""
313,0004-04-19,11.45,9.46,0,"0",""
314,0004-04-19,11.45,9.46,0,"0",""
315,0004-04-19,11.45,9.46,0,"0",""
316,0004-04-19,11.44,9.46,0,"0",""
317,0004-04-19,11.45,9.48,0,"0",""
318,0004-04-19,11.44,9.48,0,"0",""
319,0004-04-19,11.43,9.48,0,"0",""
320,0004-04-19,11.44,9.48,0,"0",""
321,0004-04-19,11.44,9.48,0,"0",""
322,0004-04-19,11.44,9.48,0,"0",""
323,0004-04-19,11.44,9.5,0,"0",""
324,0004-04-19,11.44,9.54,0,"0",""
325,0004-04-19,11.43,9.54,0,"0",""
326,0004-04-19,11.43,9.54,0,"0",""
327,0004-04-19,11.43,9.52,0,"0",""
328,0004-04-19,11.44,9.52,0,"0",""
329,0004-04-19,11.44,9.54,0,"0",""
330,0004-04-19,11.44,9.54,0,"0",""
331,0004-04-19,11.44,9.56,0,"0",""
332,0004-04-19,11.44,9.56,0,"0",""
333,0004-04-19,11.44,9.56,0,"0",""
334,0004-04-19,11.45,9.56,0,"0",""
335,0004-04-19,11.43,9.56,0,"0",""
336,0004-04-19,11.43,9.56,0,"0",""
337,0004-04-19,11.43,9.54,0,"0",""
338,0004-04-19,11.43,9.54,0,"0",""
339,0004-04-19,11.44,9.54,0,"0",""
340,0004-04-19,11.43,9.54,0,"0",""
341,0004-04-19,11.42,9.54,0,"0",""
342,0004-04-19,11.42,9.54,0,"0",""
343,0004-04-19,11.41,9.52,0,"0",""
344,0004-04-19,11.41,9.5,0,"0",""
345,0004-04-19,11.39,9.5,0,"0",""
346,0004-04-19,11.41,9.48,0,"0",""
347,0004-04-19,11.39,9.46,0,"0",""
348,0004-04-19,11.39,9.46,0,"0",""
349,0004-04-19,11.41,9.44,0,"0",""
350,0004-04-19,11.39,9.44,0,"0",""
351,0004-04-19,11.41,9.42,0,"0",""
352,0004-04-19,11.42,9.42,0,"0",""
353,0004-04-19,11.41,9.42,0,"0",""
354,0004-04-19,11.44,9.44,0,"0",""
355,0004-04-19,11.43,9.44,0,"0",""
356,0004-04-19,11.43,9.46,0,"0",""
357,0004-04-19,11.42,9.5,0,"0",""
358,0004-04-19,11.42,9.52,0,"0",""
359,0004-04-19,11.42,9.56,0,"0",""
360,0004-04-19,11.41,9.58,0,"0",""
361,0004-04-19,11.41,9.62,0,"0",""
362,0004-04-19,11.39,9.64,0,"0",""
363,0004-04-19,11.38,9.68,0,"0",""
364,0004-04-19,11.39,9.7,0,"0",""
365,0004-04-19,11.38,9.72,0,"0",""
366,0004-04-19,11.38,9.74,0,"0",""
367,0004-04-19,11.38,9.76,0,"0",""
368,0004-04-19,11.37,9.76,0,"0",""
369,0004-04-19,11.36,9.76,0,"0",""
370,0004-04-19,11.36,9.76,0,"0",""
371,0004-04-19,11.35,9.74,0,"0",""
372,0004-05-19,11.37,9.74,0,"0",""
373,0004-05-19,11.35,9.74,0,"0",""
374,0004-05-19,11.36,9.72,0,"0",""
375,0004-05-19,11.36,9.68,0,"0",""
376,0004-05-19,11.36,9.66,0,"0",""
377,0004-05-19,11.36,9.64,0,"0",""
378,0004-05-19,11.36,9.6,0,"0",""
379,0004-05-19,11.35,9.56,0,"0",""
380,0004-05-19,11.36,9.52,0,"0",""
381,0004-05-19,11.36,9.48,0,"0",""
382,0004-05-19,11.37,9.44,0,"0",""
383,0004-05-19,11.37,9.42,0,"0",""
384,0004-05-19,11.37,9.38,0,"0",""
385,0004-05-19,11.38,9.38,0,"0",""
386,0004-05-19,11.38,9.36,0,"0",""
387,0004-05-19,11.39,9.34,0,"0",""
388,0004-05-19,11.41,9.32,0,"0",""
389,0004-05-19,11.41,9.32,0,"0",""
390,0004-05-19,11.39,9.3,0,"0",""
391,0004-05-19,11.41,9.3,0,"0",""
392,0004-05-19,11.39,9.28,0,"0",""
393,0004-05-19,11.41,9.28,0,"0",""
394,0004-05-19,11.39,9.26,0,"0",""
395,0004-05-19,11.39,9.24,0,"0",""
396,0004-05-19,11.39,9.22,0,"0",""
397,0004-05-19,11.39,9.2,0,"0",""
398,0004-05-19,11.41,9.2,0,"0",""
399,0004-05-19,11.41,9.2,0,"0",""
400,0004-05-19,11.41,9.18,0,"0",""
401,0004-05-19,11.41,9.16,0,"0",""
402,0004-05-19,11.41,9.16,0,"0",""
403,0004-05-19,11.43,9.16,0,"0",""
404,0004-05-19,11.44,9.18,0,"0",""
405,0004-05-19,11.44,9.2,0,"0",""
406,0004-05-19,11.44,9.2,0,"0",""
407,0004-05-19,11.44,9.22,0,"0",""
408,0004-05-19,11.43,9.24,0,"0",""
409,0004-05-19,11.44,9.24,0,"0",""
410,0004-05-19,11.44,9.26,0,"0",""
411,0004-05-19,11.44,9.28,0,"0",""
412,0004-05-19,11.43,9.28,0,"0",""
413,0004-05-19,11.43,9.28,0,"0",""
414,0004-05-19,11.42,9.28,0,"0",""
415,0004-05-19,11.42,9.28,0,"0",""
416,0004-05-19,11.42,9.28,0,"0",""
417,0004-05-19,11.43,9.28,0,"0",""
418,0004-05-19,11.42,9.3,0,"0",""
419,0004-05-19,11.42,9.3,0,"0",""
420,0004-05-19,11.43,9.32,0,"0",""
421,0004-05-19,11.43,9.34,0,"0",""
422,0004-05-19,11.43,9.34,0,"0",""
423,0004-05-19,11.44,9.36,0,"0",""
424,0004-05-19,11.42,9.38,0,"0",""
425,0004-05-19,11.43,9.38,0,"0",""
426,0004-05-19,11.42,9.4,0,"0",""
427,0004-05-19,11.41,9.42,0,"0",""
428,0004-05-19,11.42,9.44,0,"0",""
429,0004-05-19,11.41,9.46,0,"0",""
430,0004-05-19,11.41,9.46,0,"0",""
431,0004-05-19,11.41,9.48,0,"0",""
432,0004-05-19,11.39,9.5,0,"0",""
433,0004-05-19,11.41,9.54,0,"0",""
434,0004-05-19,11.38,9.54,0,"0",""
435,0004-05-19,11.39,9.58,0,"0",""
436,0004-05-19,11.39,9.6,0,"0",""
437,0004-05-19,11.37,9.62,0,"0",""
438,0004-05-19,11.36,9.64,0,"0",""
439,0004-05-19,11.37,9.64,0,"0",""
440,0004-05-19,11.36,9.66,0,"0",""
441,0004-05-19,11.36,9.7,0,"0",""
442,0004-05-19,11.36,9.72,0,"0",""
443,0004-05-19,11.37,9.76,0,"0",""
444,0004-05-19,11.35,9.78,0,"0",""
445,0004-05-19,11.37,9.8,0,"0",""
446,0004-05-19,11.34,9.82,0,"0",""
447,0004-05-19,11.33,9.82,0,"0",""
448,0004-05-19,11.32,9.8,0,"0",""
449,0004-05-19,11.32,9.78,0,"0",""
450,0004-05-19,11.3,9.76,0,"0",""
451,0004-05-19,11.31,9.74,0,"0",""
452,0004-05-19,11.32,9.72,0,"0",""
453,0004-05-19,11.33,9.7,0,"0",""
454,0004-05-19,11.33,9.68,0,"0",""
455,0004-05-19,11.34,9.66,0,"0",""
456,0004-05-19,11.35,9.64,0,"0",""
457,0004-05-19,11.34,9.62,0,"0",""
458,0004-05-19,11.34,9.6,0,"0",""
459,0004-05-19,11.34,9.58,0,"0",""
460,0004-05-19,11.33,9.54,0,"0",""
461,0004-05-19,11.34,9.52,0,"0",""
462,0004-05-19,11.34,9.48,0,"0",""
463,0004-05-19,11.33,9.46,0,"0",""
464,0004-05-19,11.35,9.42,0,"0",""
465,0004-05-19,11.35,9.4,0,"0",""
466,0004-05-19,11.37,9.36,0,"0",""
467,0004-05-19,11.37,9.34,0,"0",""
468,0004-05-19,11.36,9.32,0,"0",""
469,0004-05-19,11.37,9.28,0,"0",""
470,0004-05-19,11.38,9.26,0,"0",""
471,0004-05-19,11.38,9.24,0,"0",""
472,0004-05-19,11.39,9.2,0,"0",""
473,0004-05-19,11.39,9.18,0,"0",""
474,0004-05-19,11.42,9.14,0,"0",""
475,0004-05-19,11.39,9.1,0,"0",""
476,0004-05-19,11.42,9.08,0,"0",""
477,0004-05-19,11.41,9.06,0,"0",""
478,0004-05-19,11.43,9.06,0,"0",""
479,0004-05-19,11.45,9.06,0,"0",""
480,0004-05-19,11.47,9.1,0,"0",""
481,0004-05-19,11.47,9.18,0,"0",""
482,0004-05-19,11.47,9.22,0,"0",""
483,0004-05-19,11.47,9.26,0,"0",""
484,0004-05-19,11.48,9.32,0,"0",""
485,0004-05-19,11.47,9.38,0,"0",""
486,0004-05-19,11.47,9.42,0,"0",""
487,0004-05-19,11.46,9.46,0,"0",""
488,0004-05-19,11.44,9.48,0,"0",""
489,0004-05-19,11.44,9.48,0,"0",""
490,0004-05-19,11.44,9.48,0,"0",""
491,0004-05-19,11.43,9.46,0,"0",""
492,0004-05-19,11.42,9.44,0,"0",""
493,0004-05-19,11.42,9.42,0,"0",""
494,0004-05-19,11.42,9.4,0,"0",""
495,0004-05-19,11.42,9.4,0,"0",""
496,0004-05-19,11.42,9.38,0,"0",""
497,0004-05-19,11.42,9.36,0,"0",""
498,0004-05-19,11.44,9.38,0,"0",""
499,0004-05-19,11.44,9.38,0,"0",""
500,0004-05-19,11.43,9.4,0,"0",""
501,0004-05-19,11.46,9.42,0,"0",""
502,0004-05-19,11.45,9.44,0,"0",""
503,0004-05-19,11.43,9.46,0,"0",""
504,0004-05-19,11.45,9.48,0,"0",""
505,0004-05-19,11.43,9.48,0,"0",""
506,0004-05-19,11.43,9.5,0,"0",""
507,0004-05-19,11.43,9.5,0,"0",""
508,0004-05-19,11.44,9.5,0,"0",""
509,0004-05-19,11.43,9.5,0,"0",""
510,0004-05-19,11.43,9.5,0,"0",""
511,0004-05-19,11.42,9.5,0,"0",""
512,0004-05-19,11.43,9.5,0,"0",""
513,0004-05-19,11.42,9.5,0,"0",""
514,0004-05-19,11.42,9.5,0,"0",""
515,0004-05-19,11.43,9.5,0,"0",""
516,0004-06-19,11.42,9.5,0,"0",""
517,0004-06-19,11.42,9.48,0,"0",""
518,0004-06-19,11.42,9.48,0,"0",""
519,0004-06-19,11.39,9.48,0,"0",""
520,0004-06-19,11.42,9.46,0,"0",""
521,0004-06-19,11.42,9.46,0,"0",""
522,0004-06-19,11.42,9.44,0,"0",""
523,0004-06-19,11.41,9.44,0,"0",""
524,0004-06-19,11.42,9.42,0,"0",""
525,0004-06-19,11.42,9.42,0,"0",""
526,0004-06-19,11.41,9.42,0,"0",""
527,0004-06-19,11.43,9.4,0,"0",""
528,0004-06-19,11.42,9.4,0,"0",""
529,0004-06-19,11.41,9.38,0,"0",""
530,0004-06-19,11.42,9.38,0,"0",""
531,0004-06-19,11.39,9.36,0,"0",""
532,0004-06-19,11.41,9.34,0,"0",""
533,0004-06-19,11.43,9.32,0,"0",""
534,0004-06-19,11.43,9.3,0,"0",""
535,0004-06-19,11.41,9.28,0,"0",""
536,0004-06-19,11.42,9.28,0,"0",""
537,0004-06-19,11.41,9.26,0,"0",""
538,0004-06-19,11.42,9.24,0,"0",""
539,0004-06-19,11.43,9.22,0,"0",""
540,0004-06-19,11.43,9.2,0,"0",""
541,0004-06-19,11.43,9.2,0,"0",""
542,0004-06-19,11.43,9.18,0,"0",""
543,0004-06-19,11.43,9.18,0,"0",""
544,0004-06-19,11.43,9.18,0,"0",""
545,0004-06-19,11.42,9.16,0,"0",""
546,0004-06-19,11.43,9.16,0,"0",""
547,0004-06-19,11.42,9.16,0,"0",""
548,0004-06-19,11.42,9.14,0,"0",""
549,0004-06-19,11.42,9.16,0,"0",""
550,0004-06-19,11.43,9.16,0,"0",""
551,0004-06-19,11.44,9.16,0,"0",""
552,0004-06-19,11.43,9.16,0,"0",""
553,0004-06-19,11.43,9.18,0,"0",""
554,0004-06-19,11.43,9.2,0,"0",""
555,0004-06-19,11.42,9.22,0,"0",""
556,0004-06-19,11.42,9.24,0,"0",""
557,0004-06-19,11.42,9.26,0,"0",""
558,0004-06-19,11.42,9.26,0,"0",""
559,0004-06-19,11.41,9.28,0,"0",""
560,0004-06-19,11.41,9.3,0,"0",""
561,0004-06-19,11.42,9.32,0,"0",""
562,0004-06-19,11.41,9.34,0,"0",""
563,0004-06-19,11.41,9.36,0,"0",""
564,0004-06-19,11.39,9.36,0,"0",""
565,0004-06-19,11.38,9.38,0,"0",""
566,0004-06-19,11.41,9.38,0,"0",""
567,0004-06-19,11.37,9.38,0,"0",""
568,0004-06-19,11.37,9.4,0,"0",""
569,0004-06-19,11.38,9.4,0,"0",""
570,0004-06-19,11.37,9.4,0,"0",""
571,0004-06-19,11.38,9.4,0,"0",""
572,0004-06-19,11.37,9.4,0,"0",""
573,0004-06-19,11.38,9.4,0,"0",""
