"Plot Title: 20449374"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
66,03/11/19 06:11:30 PM,33041.7,28098.5,8.56,,,,
67,03/11/19 06:21:30 PM,33041.7,28142.8,8.56,,,,
68,03/11/19 06:31:30 PM,33041.7,28134.5,8.55,,,,
69,03/11/19 06:41:30 PM,33041.7,28117.9,8.56,,,,
70,03/11/19 06:51:30 PM,33041.7,28148.4,8.56,,,,
71,03/11/19 07:01:30 PM,33041.7,28120.6,8.56,,,,
72,03/11/19 07:11:30 PM,33041.7,28165.0,8.55,,,,
73,03/11/19 07:21:30 PM,33041.7,28156.7,8.56,,,,
74,03/11/19 07:31:30 PM,33041.7,28148.4,8.56,,,,
75,03/11/19 07:41:30 PM,33041.7,28165.0,8.55,,,,
76,03/11/19 07:51:30 PM,33041.7,28167.8,8.56,,,,
77,03/11/19 08:01:30 PM,33041.7,28178.9,8.56,,,,
78,03/11/19 08:11:30 PM,33041.7,28165.0,8.56,,,,
79,03/11/19 08:21:30 PM,33041.7,28156.7,8.55,,,,
80,03/11/19 08:31:30 PM,33041.7,28156.7,8.56,,,,
81,03/11/19 08:41:30 PM,33041.7,28170.6,8.57,,,,
82,03/11/19 08:51:30 PM,33041.7,28165.0,8.56,,,,
83,03/11/19 09:01:30 PM,33041.7,28165.0,8.56,,,,
84,03/11/19 09:11:30 PM,33041.7,28201.2,8.55,,,,
85,03/11/19 09:21:30 PM,33041.7,28195.6,8.55,,,,
86,03/11/19 09:31:30 PM,33041.7,28165.0,8.53,,,,
87,03/11/19 09:41:30 PM,33041.7,28140.1,8.53,,,,
88,03/11/19 09:51:30 PM,33041.7,28156.7,8.52,,,,
89,03/11/19 10:01:30 PM,33041.7,28140.1,8.52,,,,
90,03/11/19 10:11:30 PM,33041.7,28151.2,8.51,,,,
91,03/11/19 10:21:30 PM,33041.7,28120.6,8.50,,,,
92,03/11/19 10:31:30 PM,33041.7,28156.7,8.49,,,,
93,03/11/19 10:41:30 PM,33041.7,28140.1,8.49,,,,
94,03/11/19 10:51:30 PM,33041.7,28134.5,8.49,,,,
95,03/11/19 11:01:30 PM,33041.7,28142.8,8.49,,,,
96,03/11/19 11:11:30 PM,33041.7,28134.5,8.48,,,,
97,03/11/19 11:21:30 PM,33041.7,28156.7,8.48,,,,
98,03/11/19 11:31:30 PM,33041.7,28134.5,8.48,,,,
99,03/11/19 11:41:30 PM,33041.7,28134.5,8.48,,,,
100,03/11/19 11:51:30 PM,33041.7,28134.5,8.47,,,,
101,03/12/19 12:01:30 AM,33041.7,28120.6,8.45,,,,
102,03/12/19 12:11:30 AM,33041.7,28120.6,8.44,,,,
103,03/12/19 12:21:30 AM,33041.7,28115.1,8.45,,,,
104,03/12/19 12:31:30 AM,33041.7,28106.8,8.44,,,,
105,03/12/19 12:41:30 AM,33041.7,28076.4,8.44,,,,
106,03/12/19 12:51:30 AM,33041.7,28098.5,8.44,,,,
107,03/12/19 01:01:30 AM,33041.7,28054.3,8.43,,,,
108,03/12/19 01:11:30 AM,33041.7,27996.4,8.42,,,,
109,03/12/19 01:21:30 AM,33041.7,27930.5,8.41,,,,
110,03/12/19 01:31:30 AM,33041.7,27873.1,8.39,,,,
111,03/12/19 01:41:30 AM,33041.7,27824.0,8.36,,,,
112,03/12/19 01:51:30 AM,33041.7,27802.2,8.36,,,,
113,03/12/19 02:01:30 AM,33041.7,27750.7,8.36,,,,
114,03/12/19 02:11:30 AM,33041.7,27745.3,8.36,,,,
115,03/12/19 02:21:30 AM,33041.7,27737.1,8.36,,,,
116,03/12/19 02:31:30 AM,33041.7,27753.4,8.36,,,,
117,03/12/19 02:41:30 AM,33021.9,27753.4,8.36,,,,
118,03/12/19 02:51:30 AM,33021.9,27723.6,8.35,,,,
119,03/12/19 03:01:30 AM,33041.7,27715.5,8.36,,,,
120,03/12/19 03:11:30 AM,33021.9,27745.3,8.36,,,,
121,03/12/19 03:21:30 AM,33041.7,27753.4,8.37,,,,
122,03/12/19 03:31:30 AM,33041.7,27731.7,8.39,,,,
123,03/12/19 03:41:30 AM,33041.7,27745.3,8.39,,,,
124,03/12/19 03:51:30 AM,33041.7,27758.8,8.39,,,,
125,03/12/19 04:01:30 AM,33041.7,27758.8,8.39,,,,
126,03/12/19 04:11:30 AM,33041.7,27758.8,8.39,,,,
127,03/12/19 04:21:30 AM,33041.7,27775.1,8.39,,,,
128,03/12/19 04:31:30 AM,33041.7,27766.9,8.39,,,,
129,03/12/19 04:41:30 AM,33041.7,27766.9,8.39,,,,
130,03/12/19 04:51:30 AM,33041.7,27772.4,8.37,,,,
131,03/12/19 05:01:30 AM,33041.7,27766.9,8.37,,,,
132,03/12/19 05:11:30 AM,33041.7,27785.9,8.37,,,,
133,03/12/19 05:21:30 AM,33041.7,27794.1,8.36,,,,
134,03/12/19 05:31:30 AM,33041.7,27824.0,8.36,,,,
135,03/12/19 05:41:30 AM,33041.7,27824.0,8.37,,,,
136,03/12/19 05:51:30 AM,33041.7,27832.2,8.36,,,,
137,03/12/19 06:01:30 AM,33041.7,27824.0,8.37,,,,
138,03/12/19 06:11:30 AM,33041.7,27845.8,8.37,,,,
139,03/12/19 06:21:30 AM,33041.7,27859.4,8.37,,,,
140,03/12/19 06:31:30 AM,33041.7,27873.1,8.39,,,,
141,03/12/19 06:41:30 AM,33041.7,27903.1,8.39,,,,
142,03/12/19 06:51:30 AM,33041.7,27930.5,8.37,,,,
143,03/12/19 07:01:30 AM,33041.7,27936.0,8.39,,,,
144,03/12/19 07:11:30 AM,33041.7,27944.2,8.39,,,,
145,03/12/19 07:21:30 AM,33041.7,27960.7,8.39,,,,
146,03/12/19 07:31:30 AM,33041.7,27974.4,8.39,,,,
147,03/12/19 07:41:30 AM,33041.7,27982.6,8.40,,,,
148,03/12/19 07:51:30 AM,33041.7,28004.6,8.40,,,,
149,03/12/19 08:01:30 AM,33041.7,27988.1,8.41,,,,
150,03/12/19 08:11:30 AM,33041.7,27996.4,8.40,,,,
151,03/12/19 08:21:30 AM,33041.7,28023.9,8.41,,,,
152,03/12/19 08:31:30 AM,33041.7,28032.2,8.42,,,,
153,03/12/19 08:41:30 AM,33041.7,28032.2,8.41,,,,
154,03/12/19 08:51:30 AM,33041.7,28040.5,8.41,,,,
155,03/12/19 09:01:30 AM,33041.7,28062.5,8.42,,,,
156,03/12/19 09:11:30 AM,33041.7,28046.0,8.43,,,,
157,03/12/19 09:21:30 AM,33041.7,28090.2,8.44,,,,
158,03/12/19 09:31:30 AM,33041.7,28084.6,8.44,,,,
159,03/12/19 09:41:30 AM,33041.7,28112.3,8.45,,,,
160,03/12/19 09:51:30 AM,33041.7,28151.2,8.47,,,,
161,03/12/19 10:01:30 AM,33041.7,28126.2,8.47,,,,
162,03/12/19 10:11:30 AM,33041.7,28134.5,8.47,,,,
163,03/12/19 10:21:30 AM,33041.7,28112.3,8.48,,,,
164,03/12/19 10:31:30 AM,33041.7,28148.4,8.48,,,,
165,03/12/19 10:41:30 AM,33041.7,28165.0,8.49,,,,
166,03/12/19 10:51:30 AM,33041.7,28156.7,8.49,,,,
167,03/12/19 11:01:30 AM,33041.7,28117.9,8.49,,,,
168,03/12/19 11:11:30 AM,33041.7,28148.4,8.50,,,,
169,03/12/19 11:21:30 AM,33041.7,28134.5,8.50,,,,
170,03/12/19 11:31:30 AM,33041.7,28173.4,8.51,,,,
171,03/12/19 11:41:30 AM,33041.7,28148.4,8.51,,,,
172,03/12/19 11:51:30 AM,33041.7,28156.7,8.51,,,,
173,03/12/19 12:01:30 PM,33041.7,28140.1,8.52,,,,
174,03/12/19 12:11:30 PM,33041.7,28162.3,8.52,,,,
175,03/12/19 12:21:30 PM,33041.7,28187.3,8.53,,,,
176,03/12/19 12:31:30 PM,33041.7,28162.3,8.55,,,,
177,03/12/19 12:41:30 PM,33041.7,28153.9,8.55,,,,
178,03/12/19 12:51:30 PM,33041.7,28156.7,8.56,,,,
179,03/12/19 01:01:30 PM,33041.7,28109.6,8.56,,,,
180,03/12/19 01:11:30 PM,33041.7,28059.8,8.56,,,,
181,03/12/19 01:21:30 PM,33041.7,28037.7,8.57,,,,
182,03/12/19 01:31:30 PM,33041.7,27985.4,8.57,,,,
183,03/12/19 01:41:30 PM,33041.7,27993.6,8.58,,,,
184,03/12/19 01:51:30 PM,33041.7,27963.4,8.58,,,,
185,03/12/19 02:01:30 PM,33041.7,27971.7,8.60,,,,
186,03/12/19 02:11:30 PM,33041.7,27979.9,8.59,,,,
187,03/12/19 02:21:30 PM,33041.7,27979.9,8.63,,,,
188,03/12/19 02:31:30 PM,33041.7,27988.1,8.63,,,,
189,03/12/19 02:41:30 PM,33041.7,27985.4,8.62,,,,
190,03/12/19 02:51:30 PM,33041.7,28021.2,8.62,,,,
191,03/12/19 03:01:30 PM,33041.7,28037.7,8.63,,,,
192,03/12/19 03:11:30 PM,33041.7,28043.2,8.63,,,,
193,03/12/19 03:21:30 PM,33041.7,28021.2,8.64,,,,
194,03/12/19 03:31:30 PM,33041.7,28043.2,8.63,,,,
195,03/12/19 03:41:30 PM,33041.7,28051.5,8.64,,,,
196,03/12/19 03:51:30 PM,33041.7,28012.9,8.63,,,,
197,03/12/19 04:01:30 PM,33041.7,28029.4,8.64,,,,
198,03/12/19 04:11:30 PM,33041.7,28021.2,8.64,,,,
199,03/12/19 04:21:30 PM,33041.7,28023.9,8.63,,,,
200,03/12/19 04:31:30 PM,33041.7,28007.4,8.63,,,,
201,03/12/19 04:41:30 PM,33041.7,28023.9,8.63,,,,
202,03/12/19 04:51:30 PM,33041.7,28015.7,8.63,,,,
203,03/12/19 05:01:30 PM,33041.7,28001.9,8.63,,,,
204,03/12/19 05:11:30 PM,33041.7,27985.4,8.63,,,,
205,03/12/19 05:21:30 PM,33041.7,28007.4,8.63,,,,
206,03/12/19 05:31:30 PM,33041.7,28015.7,8.63,,,,
207,03/12/19 05:41:30 PM,33041.7,28001.9,8.63,,,,
208,03/12/19 05:51:30 PM,33041.7,28007.4,8.62,,,,
209,03/12/19 06:01:30 PM,33041.7,28015.7,8.62,,,,
210,03/12/19 06:11:30 PM,33041.7,28023.9,8.62,,,,
211,03/12/19 06:21:30 PM,33041.7,28023.9,8.60,,,,
212,03/12/19 06:31:30 PM,33041.7,28007.4,8.59,,,,
213,03/12/19 06:41:30 PM,33041.7,28007.4,8.59,,,,
214,03/12/19 06:51:30 PM,33041.7,28007.4,8.59,,,,
215,03/12/19 07:01:30 PM,33041.7,27990.9,8.58,,,,
216,03/12/19 07:11:30 PM,33041.7,28007.4,8.58,,,,
217,03/12/19 07:21:30 PM,33041.7,28001.9,8.58,,,,
218,03/12/19 07:31:30 PM,33041.7,28015.7,8.58,,,,
219,03/12/19 07:41:30 PM,33041.7,28001.9,8.58,,,,
220,03/12/19 07:51:30 PM,33041.7,28007.4,8.58,,,,
221,03/12/19 08:01:30 PM,33041.7,27979.9,8.58,,,,
222,03/12/19 08:11:30 PM,33041.7,27993.6,8.58,,,,
223,03/12/19 08:21:30 PM,33041.7,27999.1,8.58,,,,
224,03/12/19 08:31:30 PM,33041.7,28037.7,8.57,,,,
225,03/12/19 08:41:30 PM,33041.7,28023.9,8.57,,,,
226,03/12/19 08:51:30 PM,33041.7,28059.8,8.56,,,,
227,03/12/19 09:01:30 PM,33041.7,28059.8,8.56,,,,
228,03/12/19 09:11:30 PM,33041.7,28046.0,8.55,,,,
229,03/12/19 09:21:30 PM,33041.7,28095.7,8.55,,,,
230,03/12/19 09:31:30 PM,33041.7,28065.3,8.55,,,,
231,03/12/19 09:41:30 PM,33041.7,28087.4,8.53,,,,
232,03/12/19 09:51:30 PM,33041.7,28104.0,8.52,,,,
233,03/12/19 10:01:30 PM,33041.7,28104.0,8.52,,,,
234,03/12/19 10:11:30 PM,33041.7,28090.2,8.51,,,,
235,03/12/19 10:21:30 PM,33041.7,28095.7,8.51,,,,
236,03/12/19 10:31:30 PM,33041.7,28095.7,8.51,,,,
237,03/12/19 10:41:30 PM,33041.7,28117.9,8.52,,,,
238,03/12/19 10:51:30 PM,33041.7,28126.2,8.51,,,,
239,03/12/19 11:01:30 PM,33041.7,28104.0,8.51,,,,
240,03/12/19 11:11:30 PM,33041.7,28112.3,8.51,,,,
241,03/12/19 11:21:30 PM,33041.7,28104.0,8.50,,,,
242,03/12/19 11:31:30 PM,33041.7,28104.0,8.52,,,,
243,03/12/19 11:41:30 PM,33041.7,28090.2,8.52,,,,
244,03/12/19 11:51:30 PM,33041.7,28090.2,8.51,,,,
245,03/13/19 12:01:30 AM,33041.7,28081.9,8.52,,,,
246,03/13/19 12:11:30 AM,33041.7,28057.0,8.52,,,,
247,03/13/19 12:21:30 AM,33041.7,28106.8,8.52,,,,
248,03/13/19 12:31:30 AM,33041.7,28081.9,8.51,,,,
249,03/13/19 12:41:30 AM,33041.7,28059.8,8.51,,,,
250,03/13/19 12:51:30 AM,33041.7,28043.2,8.50,,,,
251,03/13/19 01:01:30 AM,33041.7,28059.8,8.49,,,,
252,03/13/19 01:11:30 AM,33041.7,28037.7,8.50,,,,
253,03/13/19 01:21:30 AM,33041.7,28051.5,8.50,,,,
254,03/13/19 01:31:30 AM,33041.7,28051.5,8.49,,,,
255,03/13/19 01:41:30 AM,33041.7,28054.3,8.48,,,,
256,03/13/19 01:51:30 AM,33041.7,28037.7,8.47,,,,
257,03/13/19 02:01:30 AM,33041.7,28037.7,8.48,,,,
258,03/13/19 02:11:30 AM,33041.7,28001.9,8.47,,,,
259,03/13/19 02:21:30 AM,33041.7,27949.7,8.48,,,,
260,03/13/19 02:31:30 AM,33041.7,27944.2,8.48,,,,
261,03/13/19 02:41:30 AM,33041.7,27936.0,8.47,,,,
262,03/13/19 02:51:30 AM,33041.7,27884.0,8.47,,,,
263,03/13/19 03:01:30 AM,33041.7,27900.4,8.45,,,,
264,03/13/19 03:11:30 AM,33041.7,27892.2,8.44,,,,
265,03/13/19 03:21:30 AM,33041.7,27905.9,8.43,,,,
266,03/13/19 03:31:30 AM,33041.7,27927.8,8.43,,,,
267,03/13/19 03:41:30 AM,33041.7,27878.5,8.42,,,,
268,03/13/19 03:51:30 AM,33041.7,27922.3,8.41,,,,
269,03/13/19 04:01:30 AM,33041.7,27900.4,8.40,,,,
270,03/13/19 04:11:30 AM,33041.7,27922.3,8.39,,,,
271,03/13/19 04:21:30 AM,33041.7,27914.1,8.39,,,,
272,03/13/19 04:31:30 AM,33041.7,27930.5,8.36,,,,
273,03/13/19 04:41:30 AM,33041.7,27938.7,8.36,,,,
274,03/13/19 04:51:30 AM,33041.7,27914.1,8.35,,,,
275,03/13/19 05:01:30 AM,33041.7,27908.6,8.34,,,,
276,03/13/19 05:11:30 AM,33041.7,27922.3,8.34,,,,
277,03/13/19 05:21:30 AM,33041.7,27922.3,8.35,,,,
278,03/13/19 05:31:30 AM,33041.7,27938.7,8.35,,,,
279,03/13/19 05:41:30 AM,33041.7,27952.4,8.35,,,,
280,03/13/19 05:51:30 AM,33041.7,27944.2,8.35,,,,
281,03/13/19 06:01:30 AM,33041.7,27936.0,8.35,,,,
282,03/13/19 06:11:30 AM,33041.7,27930.5,8.34,,,,
283,03/13/19 06:21:30 AM,33041.7,27949.7,8.35,,,,
284,03/13/19 06:31:30 AM,33041.7,27930.5,8.35,,,,
285,03/13/19 06:41:30 AM,33041.7,27952.4,8.33,,,,
286,03/13/19 06:51:30 AM,33041.7,27914.1,8.34,,,,
287,03/13/19 07:01:30 AM,33041.7,27936.0,8.34,,,,
288,03/13/19 07:11:30 AM,33041.7,27966.2,8.34,,,,
289,03/13/19 07:21:30 AM,33041.7,27957.9,8.33,,,,
290,03/13/19 07:31:30 AM,33041.7,27938.7,8.33,,,,
291,03/13/19 07:41:30 AM,33041.7,27936.0,8.32,,,,
292,03/13/19 07:51:30 AM,33041.7,27936.0,8.31,,,,
293,03/13/19 08:01:30 AM,33041.7,27944.2,8.32,,,,
294,03/13/19 08:11:30 AM,33041.7,27922.3,8.31,,,,
295,03/13/19 08:21:30 AM,33041.7,27922.3,8.31,,,,
296,03/13/19 08:31:30 AM,33041.7,27922.3,8.29,,,,
297,03/13/19 08:41:30 AM,33041.7,27936.0,8.31,,,,
298,03/13/19 08:51:30 AM,33041.7,27957.9,8.32,,,,
299,03/13/19 09:01:30 AM,33041.7,27952.4,8.33,,,,
300,03/13/19 09:11:30 AM,33041.7,27949.7,8.33,,,,
301,03/13/19 09:21:30 AM,33041.7,27966.2,8.34,,,,
302,03/13/19 09:31:30 AM,33041.7,27949.7,8.34,,,,
303,03/13/19 09:41:30 AM,33041.7,27993.6,8.36,,,,
304,03/13/19 09:51:30 AM,33041.7,27966.2,8.36,,,,
305,03/13/19 10:01:30 AM,33041.7,28015.7,8.36,,,,
306,03/13/19 10:11:30 AM,33041.7,27985.4,8.37,,,,
307,03/13/19 10:21:30 AM,33041.7,28015.7,8.40,,,,
308,03/13/19 10:31:30 AM,33041.7,27971.7,8.39,,,,
309,03/13/19 10:41:30 AM,33041.7,28001.9,8.40,,,,
310,03/13/19 10:51:30 AM,33041.7,28007.4,8.40,,,,
311,03/13/19 11:01:30 AM,33041.7,28029.4,8.40,,,,
312,03/13/19 11:11:30 AM,33041.7,28015.7,8.40,,,,
313,03/13/19 11:21:30 AM,33041.7,28023.9,8.41,,,,
314,03/13/19 11:31:30 AM,33041.7,28032.2,8.42,,,,
315,03/13/19 11:41:30 AM,33041.7,28029.4,8.42,,,,
316,03/13/19 11:51:30 AM,33041.7,28029.4,8.42,,,,
317,03/13/19 12:01:30 PM,33041.7,28068.1,8.44,,,,
318,03/13/19 12:11:30 PM,33041.7,28043.2,8.44,,,,
319,03/13/19 12:21:30 PM,33041.7,28037.7,8.45,,,,
320,03/13/19 12:31:30 PM,33041.7,28021.2,8.45,,,,
321,03/13/19 12:41:30 PM,33041.7,28029.4,8.47,,,,
322,03/13/19 12:51:30 PM,33041.7,28057.0,8.47,,,,
323,03/13/19 01:01:30 PM,33041.7,28059.8,8.48,,,,
324,03/13/19 01:11:30 PM,33041.7,28034.9,8.49,,,,
325,03/13/19 01:21:30 PM,33041.7,28065.3,8.49,,,,
326,03/13/19 01:31:30 PM,33041.7,28043.2,8.49,,,,
327,03/13/19 01:41:30 PM,33041.7,28034.9,8.51,,,,
328,03/13/19 01:51:30 PM,33041.7,28059.8,8.51,,,,
329,03/13/19 02:01:30 PM,33041.7,28073.6,8.50,,,,
330,03/13/19 02:11:30 PM,33041.7,28059.8,8.51,,,,
331,03/13/19 02:21:30 PM,33041.7,27993.6,8.50,,,,
332,03/13/19 02:31:30 PM,33041.7,27985.4,8.50,,,,
333,03/13/19 02:41:30 PM,33041.7,27936.0,8.51,,,,
334,03/13/19 02:51:30 PM,33041.7,27927.8,8.52,,,,
335,03/13/19 03:01:30 PM,33041.7,27884.0,8.53,,,,
336,03/13/19 03:11:30 PM,33041.7,27840.3,8.56,,,,
337,03/13/19 03:21:30 PM,33041.7,27854.0,8.58,,,,
338,03/13/19 03:31:30 PM,33041.7,27826.7,8.59,,,,
339,03/13/19 03:41:30 PM,33041.7,27826.7,8.62,,,,
340,03/13/19 03:51:30 PM,33041.7,27818.6,8.63,,,,
341,03/13/19 04:01:30 PM,33041.7,27832.2,8.65,,,,
342,03/13/19 04:11:30 PM,33041.7,27832.2,8.66,,,,
343,03/13/19 04:21:30 PM,33041.7,27851.2,8.67,,,,
344,03/13/19 04:31:30 PM,33041.7,27897.7,8.68,,,,
345,03/13/19 04:41:30 PM,33041.7,27894.9,8.68,,,,
346,03/13/19 04:51:30 PM,33041.7,27938.7,8.70,,,,
347,03/13/19 05:01:30 PM,33041.7,27955.2,8.71,,,,
348,03/13/19 05:11:30 PM,33041.7,27977.1,8.72,,,,
349,03/13/19 05:21:30 PM,33041.7,27982.6,8.73,,,,
350,03/13/19 05:31:30 PM,33041.7,28018.4,8.73,,,,
351,03/13/19 05:41:30 PM,33041.7,28040.5,8.74,,,,
352,03/13/19 05:51:30 PM,33041.7,28026.7,8.74,,,,
353,03/13/19 06:01:30 PM,33041.7,28062.5,8.73,,,,
354,03/13/19 06:11:30 PM,33041.7,28048.7,8.72,,,,
355,03/13/19 06:21:30 PM,33041.7,28062.5,8.71,,,,
356,03/13/19 06:31:30 PM,33041.7,28048.7,8.70,,,,
357,03/13/19 06:41:30 PM,33041.7,28048.7,8.67,,,,
358,03/13/19 06:51:30 PM,33041.7,28054.3,8.67,,,,
359,03/13/19 07:01:30 PM,33041.7,28057.0,8.66,,,,
360,03/13/19 07:11:30 PM,33041.7,28054.3,8.65,,,,
361,03/13/19 07:21:30 PM,33041.7,28065.3,8.64,,,,
362,03/13/19 07:31:30 PM,33041.7,28048.7,8.63,,,,
363,03/13/19 07:41:30 PM,33041.7,28010.1,8.62,,,,
364,03/13/19 07:51:30 PM,33041.7,28021.2,8.59,,,,
365,03/13/19 08:01:30 PM,33041.7,28021.2,8.57,,,,
366,03/13/19 08:11:30 PM,33041.7,27999.1,8.56,,,,
367,03/13/19 08:21:30 PM,33041.7,27999.1,8.53,,,,
368,03/13/19 08:31:30 PM,33041.7,28007.4,8.52,,,,
369,03/13/19 08:41:30 PM,33041.7,27977.1,8.51,,,,
370,03/13/19 08:51:30 PM,33041.7,27968.9,8.50,,,,
371,03/13/19 09:01:30 PM,33041.7,27999.1,8.48,,,,
372,03/13/19 09:11:30 PM,33041.7,27999.1,8.48,,,,
373,03/13/19 09:21:30 PM,33041.7,27985.4,8.47,,,,
374,03/13/19 09:31:30 PM,33041.7,27968.9,8.45,,,,
375,03/13/19 09:41:30 PM,33041.7,27985.4,8.44,,,,
376,03/13/19 09:51:30 PM,33041.7,27985.4,8.44,,,,
377,03/13/19 10:01:30 PM,33041.7,27985.4,8.43,,,,
378,03/13/19 10:11:30 PM,33041.7,27985.4,8.43,,,,
379,03/13/19 10:21:30 PM,33041.7,27993.6,8.43,,,,
380,03/13/19 10:31:30 PM,33041.7,27999.1,8.43,,,,
381,03/13/19 10:41:30 PM,33041.7,27977.1,8.43,,,,
382,03/13/19 10:51:30 PM,33041.7,27990.9,8.44,,,,
383,03/13/19 11:01:30 PM,33041.7,28007.4,8.44,,,,
384,03/13/19 11:11:30 PM,33041.7,27999.1,8.43,,,,
385,03/13/19 11:21:30 PM,33041.7,27999.1,8.43,,,,
386,03/13/19 11:31:30 PM,33041.7,28029.4,8.43,,,,
387,03/13/19 11:41:30 PM,33041.7,28015.7,8.43,,,,
