"","pH","ObservationDate","treatment","location","sensortype"
"167",NA,2019-06-13,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"168",NA,2019-06-14,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"169",NA,2019-06-16,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"170",NA,2019-06-17,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"171",NA,2019-06-18,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"172",NA,2019-06-19,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"173",NA,2019-06-20,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"174",NA,2019-06-21,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"175",NA,2019-06-22,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"176",NA,2019-06-23,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"177",NA,2019-06-24,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"178",NA,2019-06-25,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"179",NA,2019-07-01,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"180",NA,2019-07-02,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"181",NA,2019-07-03,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"182",NA,2019-07-06,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"183",NA,2019-07-07,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"184",NA,2019-07-08,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"185",NA,2019-07-09,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"186",NA,2019-07-10,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"187",NA,2019-07-11,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"188",0,2018-10-28,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"189",0,2018-10-31,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"190",0,2018-11-05,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"191",0.78,2018-09-11,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"192",0.94,2018-09-10,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"193",1.43,2018-10-29,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"194",10.85,2018-11-09,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"195",12.42,2018-12-13,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"196",12.79,2018-11-12,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"197",13,2018-12-14,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"198",14,2018-09-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"199",14,2018-10-30,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"200",14,2018-11-14,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"201",14,2018-11-15,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"202",14,2018-11-16,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"203",14,2018-11-17,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"204",14,2018-11-18,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"205",14,2018-11-20,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"206",14,2018-11-21,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"207",14,2018-11-22,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"208",14,2018-11-23,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"209",14,2018-11-24,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"210",14,2018-11-25,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"211",14,2018-11-26,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"212",14,2018-11-27,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"213",14,2018-11-28,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"214",14,2018-11-29,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"215",14,2018-11-30,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"216",14,2018-12-01,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"217",14,2018-12-02,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"218",14,2018-12-03,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"219",14,2018-12-04,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"220",14,2018-12-05,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"221",14,2018-12-06,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"222",14,2018-12-08,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"223",14,2018-12-09,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"224",14,2018-12-10,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"225",14,2018-12-11,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"226",14,2018-12-16,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"227",14,2018-12-17,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"228",14,2018-12-18,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"229",14,2018-12-19,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"230",2.4,2018-11-06,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"231",4.54,2018-11-07,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"232",4.54,2018-12-15,"ambient_juvenileDGN","salmonShed","wallUDA_salmonShed"
"233",6.852286376,2018-11-21,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"234",6.872419938,2018-11-21,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"235",6.942846119,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"236",6.96,2019-04-22,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"237",6.964780654,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"238",6.967162114,2018-11-07,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"239",6.970774165,2018-11-07,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"240",6.97551742,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"241",6.98,2019-03-09,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"242",6.980250351,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"243",6.980921158,2018-11-14,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"244",6.982670606,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"245",6.988070079,2018-09-11,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"246",6.99,2019-03-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"247",6.991252263,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"248",6.991512193,2018-11-14,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"249",6.994627835,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"250",7.00430437,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"251",7.005503757,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"252",7.017839285,2018-10-09,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"253",7.02,2019-04-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"254",7.028906578,2019-07-03,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"255",7.029855553,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"256",7.03,2019-03-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"257",7.030251731,2018-09-11,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"258",7.036374543,2019-02-12,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"259",7.039081513,2018-11-07,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"260",7.04,2019-04-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"261",7.04,2019-06-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"262",7.05,2019-03-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"263",7.05,2019-04-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"264",7.05,2019-05-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"265",7.05,2019-06-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"266",7.05,2019-07-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"267",7.050211662,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"268",7.052094712,2019-02-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"269",7.054675312,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"270",7.056006462,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"271",7.06,2019-03-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"272",7.06,2019-07-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"273",7.062452678,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"274",7.066328252,2018-09-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"275",7.06723867,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"276",7.067471688,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"277",7.068692064,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"278",7.069360829,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"279",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"280",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"281",7.07,2019-05-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"282",7.072922036,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"283",7.076730155,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"284",7.08,2019-03-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"285",7.08,2019-05-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"286",7.08,2019-05-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"287",7.08,2019-06-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"288",7.08,2019-06-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"289",7.08,2019-06-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"290",7.08,2019-07-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"291",7.081221591,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"292",7.08274088,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"293",7.083074628,2019-07-03,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"294",7.083106801,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"295",7.084528739,2018-11-28,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"296",7.085476443,2019-04-23,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"297",7.086090636,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"298",7.09,2019-02-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"299",7.09,2019-03-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"300",7.09,2019-04-29,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"301",7.09,2019-05-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"302",7.09,2019-06-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"303",7.09,2019-06-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"304",7.09,2019-06-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"305",7.09,2019-07-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"306",7.092290055,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"307",7.092613176,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"308",7.093595127,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"309",7.093728302,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
