"","experiment","unit","unit_number","date","pH","temp"
"1370","Juvenile","Tank",1,"6/19/19","8.07","11.6"
"1371","Juvenile","Tank",1,"6/20/19","8.06","11.6"
"1372","Juvenile","Tank",1,"6/21/19","8.05","11.3"
"1373","Juvenile","Tank",1,"6/22/19","8.1","11.7"
"1374","Juvenile","Tank",1,"6/23/19","8.07","11.5"
"1375","Juvenile","Tank",1,"6/24/19","8.05","11.4"
"1376","Juvenile","Tank",1,"6/25/19","7.23","11.7"
"1377","Juvenile","Tank",1,"7/1/19","8.03","12"
"1378","Juvenile","Tank",1,"7/2/19","8.01","11.4"
"1379","Juvenile","Tank",1,"7/3/19","7.99","11.6"
"1380","Juvenile","Tank",1,"7/6/19","8.03","12"
"1381","Juvenile","Tank",1,"7/7/19","8.05","12.2"
"1382","Juvenile","Tank",1,"7/8/19","7.6","12.3"
"1383","Juvenile","Tank",1,"7/9/19","7.57","12.4"
"1384","Juvenile","Tank",1,"7/10/19","8.05","12.5"
"1385","Juvenile","Tank",1,"7/11/19","8.04","12.2"
